Cde;Dt;Livraison;Client ID;Produit ID;Qty;Rabais;Mode Livraison
CA-2022-169978;24/12/2022;31/12/2022;HG-15025;FUR-CH-10002602;2;10 %;Standard Class
CA-2022-168389;11/12/2022;17/12/2022;DV-13045;FUR-TA-10004289;6;45 %;Standard Class
CA-2022-109183;04/12/2022;10/12/2022;LR-16915;TEC-MA-10001856;2;50 %;Standard Class
CA-2022-103415;03/12/2022;10/12/2022;MV-17485;FUR-FU-10000820;2;60 %;Standard Class
US-2022-133312;25/11/2022;30/11/2022;BD-11500;FUR-BO-10002213;3;15 %;Standard Class
CA-2022-119746;23/11/2022;28/11/2022;CM-12385;FUR-FU-10004909;1;60 %;Standard Class
US-2022-152380;19/11/2022;26/11/2022;JH-15910;FUR-TA-10002533;3;50 %;Standard Class
CA-2022-124674;17/11/2022;21/11/2022;JB-16000;FUR-BO-10002202;2;32 %;Standard Class
CA-2022-101581;22/10/2022;28/10/2022;DW-13195;FUR-TA-10002607;5;50 %;Standard Class
CA-2022-117653;19/10/2022;23/10/2022;MO-17500;FUR-TA-10003008;1;50 %;Standard Class
US-2022-117247;09/10/2022;14/10/2022;CK-12760;FUR-TA-10002958;5;50 %;Standard Class
US-2022-168613;08/10/2022;14/10/2022;GM-14440;FUR-CH-10002372;2;10 %;Standard Class
CA-2022-104003;07/10/2022;12/10/2022;DC-13285;FUR-BO-10003965;2;15 %;Standard Class
CA-2022-100111;20/09/2022;06/10/2022;SV-20365;FUR-CH-10003846;3;10 %;Standard Class
CA-2022-161557;03/09/2022;10/09/2022;AG-10900;FUR-FU-10004622;5;60 %;Standard Class
CA-2022-157350;26/08/2022;02/09/2022;DP-13000;FUR-FU-10000222;5;60 %;Standard Class
CA-2022-159793;25/08/2022;31/08/2022;SV-20365;FUR-BO-10001798;2;50 %;Standard Class
US-2022-142573;18/07/2022;26/07/2022;ML-17410;FUR-TA-10001932;5;50 %;Standard Class
CA-2022-100223;05/07/2022;15/07/2022;LS-16945;FUR-FU-10003601;9;60 %;Standard Class
CA-2022-123638;27/06/2022;01/07/2022;MA-17995;FUR-CH-10002647;3;10 %;Standard Class
CA-2022-112753;18/06/2022;25/06/2022;CC-12670;FUR-BO-10004015;9;15 %;Standard Class
US-2022-106663;09/06/2022;15/06/2022;MO-17800;FUR-FU-10002759;3;60 %;Standard Class
CA-2022-168739;29/05/2022;03/06/2022;HZ-14950;FUR-FU-10003919;4;60 %;Standard Class
CA-2022-155642;18/05/2022;23/05/2022;BM-11575;FUR-FU-10004973;3;60 %;Standard Class
CA-2022-166849;20/04/2022;24/04/2022;SJ-20125;FUR-FU-10004597;2;60 %;Standard Class
US-2022-100930;07/04/2022;14/04/2022;CS-12400;FUR-TA-10001705;2;45 %;Standard Class
CA-2022-154907;31/03/2022;05/04/2022;DS-13180;FUR-BO-10002824;2;32 %;Standard Class
CA-2022-144491;27/03/2022;03/04/2022;CJ-12010;FUR-BO-10001811;5;32 %;Standard Class
CA-2022-122308;24/03/2022;29/03/2022;MV-17485;FUR-CH-10000665;2;10 %;Standard Class
CA-2022-154039;17/02/2022;21/02/2022;JK-16120;FUR-TA-10001932;3;50 %;Standard Class
CA-2022-124086;10/02/2022;15/02/2022;MP-18175;FUR-BO-10004015;2;15 %;Standard Class
CA-2022-121790;30/01/2022;04/02/2022;LP-17095;FUR-TA-10003469;1;50 %;Standard Class
